Etykieta Pola (UI),Nazwa API,Typ Danych,Pole Niestandardowe,Wymagane,Tylko Odczyt,Typ Danych (Polski),Możliwe Wartości,Powiązany Moduł,Maks. Długość,Sekcja,Wartość Domyślna
Stan wzbogacenia,Enrich_Status__s,picklist,,,✓,Lista wyboru,Dostępne (Available); Dane wzbogacone (Enriched); Dane nieodnalezione (Data not found),,,,
Status Leada,Lead_Status,picklist,,,,Lista wyboru,-None-; Lead (Not Contacted); Dzwonienie; Nurturing; Umówione spotkanie; Zakwalifikowane do sales (Pre-Qualified); Zdyskwalifikowany (Junk Lead); AutoOdrzucony (Not Qualified); AutoOdrzucone1 (AutoOdrzucone); Call I; Dodzwoniono się; Kontakt w przyszłości (Contact in Future); Leady przegrane (Lost Lead); Podjęto próbę kontaktu (Attempted to Contact); Skontaktowano się (Contacted); Z sieci,,,,
Strona internetowa,Website,website,,,,URL,,,,,
Tryb anulowania subskrypcji,Unsubscribed_Mode,picklist,,,✓,Lista wyboru,Formularz zgody (Consent form); Ręcznie (Manual); Łącze anulowania subskrypcji (Unsubscribe link); Zoho Campaigns (Zoho campaigns),,,,
Ulica,Street,text,,,,Tekst,,,250,,
Utworzone przez,Created_By,ownerlookup,,,,Właściciel,,,,,
Waluta,Currency,picklist,,,,Lista wyboru,PLN; USD; EUR,,,,
Województwo,State,text,,,,Tekst,,,100,,
Zmodyfikowane przez,Modified_By,ownerlookup,,,,Właściciel,,,,,
Znacznik,Tag,text,,,,Tekst,,,2000,,
Zrezygnuj z otrzymania emaila marketingowego,Email_Opt_Out,boolean,,,,Checkbox (Boolean),,,,,
Zwrot grzecznościowy,Salutation,picklist,,,,Lista wyboru,-None-; Pan (Mr.); Pani (Mrs.); Panna (Ms.); Dr (Dr.); Profesor (Prof.),,,,
Średni czas (min),Average_Time_Spent_Minutes,double,,,,double,,,,,
Źródło danych,Data_Source,picklist,,,✓,Lista wyboru,Aktualizacja zbiorcza (Mass Update); Analizator poczty (Mail Parser); API; Bigin; Constant Contact; Deduplikacja (DeDuplicate); Formularz portalu (Portal Form); Formularz sieci Web (Webform); Funkcja niestandardowa (Custom Function); Google Ads (Google Adwords); Importuj (Import); Interfejs API Phonebridge (Phonebridge API); Kiosk; Mailchimp; Makro (Macro); Media społecznościowe (Social); Microsoft Outlook; Migracja (Migration); Office 365 (Microsoft); Pakiet Zoho Finance (Zoho Finance Suite); Piaskownica (Sandbox); Plan (Blueprint); Portale (Portals); Połączony przepływ pracy (Connected Workflow); Proces zatwierdzania (ApprovalProcess); Przekaz zbiorczy (Mass Transfer); Przepływ pracy (Workflow); Przepływ pracy wiadomości e-mail (Email workflow); Przewidywanie (Prediction); Przykładowe dane (Sample Data); Rezerwacja w kalendarzu (Calendar Booking); Ręczne dodawanie grupowe (Manual Mass Add); Ręcznie (Manual); Ręcznie (urządzenia przenośne) (Manual (Mobile)); SalesInbox; Scalanie ręczne (Find And Merge); Synchronizacja kalendarza Google (Google); Sztuczna inteligencja do prowadzenia konwersacji (Zia Voice) (Zia Voice); UDW Dropbox (BCC Dropbox); Wiadomości biznesowe (Business Messaging); Widok Zoho Sheet (Zoho Sheet View); Wygenerowane przez system (System Generated); Zbiorczy interfejs API (Bulk Write); Zmień właściciela (Change Owner); Zoho Backstage; Zoho Campaigns (Zoho Campaign); Zoho CRM; Zoho Desk; Zoho Docs; Zoho Forms; Zoho Mail; Zoho Recruit; Zoho SalesIQ (SalesIQ); Zoho Survey; Zoho Webinar,,,,
